name,final,ann_return_pct,sharpe,mdd_pct,fees_pct,n_trades
baseline,37772.01590763947,44.44602926763173,1.2711276213924374,-25.725135005589582,28.20446441735816,73
skip_saturday,39344.82220492822,46.085832358118004,1.3101495997246295,-22.86177888089408,26.41644100667071,69
skip_weekend,40345.664873910886,47.10476800099024,1.3266908945395883,-23.63160361545359,21.259856097018556,59
only_monday,22209.015630960155,24.70568008588827,0.7615178230878675,-39.351757363930695,10.704509047748264,37
