strategy,cost,n,tot_ret,ann_ret,ann_vol,sharpe,sortino,mdd,calmar,avg_turnover
Buy-and-hold,n/a,1312,1.1532899659983222,0.23785429065373465,0.46212958388907627,0.6933008572061153,0.9560758359846104,-0.5802816085741361,0.4098945876264949,0.0
HAR-RS-DOW,gross,1312,2.780446898031369,0.44768210634400885,0.6178440088641403,0.9075398346329451,1.3437164126017795,-0.6674971716900832,0.6706876453281306,0.4058810598182414
HAR-RS-DOW,net 15bps,1312,0.7010102367318927,0.15926559915329208,0.6176837502059318,0.5480121004805085,0.806340095791651,-0.7433333652339469,0.2142586443744079,0.4058810598182414
HAR-WE,gross,1312,2.4518259204332633,0.4115161649617951,0.5480214571531498,0.9031607121906035,1.4065120290667632,-0.5847987266233081,0.7036885448399222,0.2946658829714618
HAR-WE,net 15bps,1312,0.9321416249372307,0.20109231056054977,0.5482734990314643,0.6084953571541308,0.9439489120653443,-0.6610965101574346,0.304179960823967,0.2946658829714618
HAR-RS-Q-WE-X,gross,1312,4.226696538175087,0.5842061932321219,0.5760274915210962,1.0859659246920748,1.7365323630755098,-0.5392761314301825,1.0833155023619958,0.28632324793238284
HAR-RS-Q-WE-X,net 15bps,1312,1.9737859069436148,0.3541766950560177,0.5763881985747903,0.8133134064748827,1.296504952166444,-0.616380826781735,0.5746069307594383,0.28632324793238284
Oracle,gross,1312,10.072473834844434,0.9521363062383714,0.6146311167463839,1.3944034307766522,2.1719723040125096,-0.4289207545480789,2.2198420014474816,0.670867402969073
Oracle,net 15bps,1312,1.960268044766961,0.3524613700001067,0.6143923429859864,0.7971190401681907,1.2347905027606998,-0.5468227971248232,0.6445623186402201,0.670867402969073
