date,r_actual,sigma_ret,es_norm_01,es_t3_01,es_t5_01,es_norm_05,es_t3_05,es_t5_05,var_return_01,viol_return_01,var_return_05,viol_return_05
2022-10-25,0.03031450659219459,0.02038633619953632,-0.05433395313975471,-0.08242667259251214,-0.07030914568765516,-0.04205115677693582,-0.045600348325825754,-0.04563856987644723,-0.04510166881954973,0,-0.023375371953804073,0
2022-10-26,0.020132271822761894,0.02095947002107026,-0.05586147755106811,-0.08474398519821459,-0.07228579067978812,-0.04323336725102955,-0.04688233944200551,-0.04692163553898776,-0.04636964024683811,0,-0.02403253840718405,0
2022-10-27,-0.010850546338284417,0.021329491486295985,-0.056847664022020905,-0.08624006756769184,-0.07356193431106536,-0.04399661526640332,-0.04771000693150317,-0.04774999676737139,-0.04718825647181309,0,-0.024456812258840614,0
2022-10-28,0.01574835696813892,0.015931169514443982,-0.042459979536635724,-0.06441340320938846,-0.05494400305196816,-0.032861427396015455,-0.03563498963158202,-0.035664858363074314,-0.035245289997959596,0,-0.018266990665429243,0
2022-10-29,0.009484676672503412,0.020453188716457942,-0.054512129418520135,-0.08269697278134201,-0.07053970910551617,-0.04218905431980416,-0.04574988466370649,-0.04578823155351765,-0.04524956984739705,0,-0.02345202635770459,0
2022-10-30,-0.007020609717343973,0.022770869878858627,-0.060689246210778036,-0.09206789379810516,-0.0785330130964741,-0.04696976493720675,-0.050934095660681994,-0.05097678788096382,-0.050377086984011436,0,-0.026109524924939693,0
2022-10-31,4.825439719091662e-05,0.021127556289631772,-0.05630946346428311,-0.08542359686018315,-0.07286549278166234,-0.043580080949957516,-0.04725831638657133,-0.04729792762197569,-0.04674150555620878,0,-0.024225269411396647,0
2022-11-01,0.0008199686942003126,0.018605165123822112,-0.04958675065989256,-0.0752249859504324,-0.06416617740579802,-0.038377112386698345,-0.041616208130870025,-0.04165109023296237,-0.041161098666014716,0,-0.02133304634901375,0
2022-11-02,-0.009640846903128164,0.01870294388063383,-0.04984735199299489,-0.07562032808034418,-0.06450340037664205,-0.03857880188067603,-0.041834920572666315,-0.041869985996355365,-0.04137741929686007,0,-0.021445161384657397,0
2022-11-03,0.008434777818031591,0.01607876521349666,-0.0428533536926128,-0.06501016675938597,-0.05545303652448599,-0.03316587493478442,-0.03596513307777658,-0.03599527853071738,-0.035571823038164,0,-0.018436226781736228,0
2022-11-04,0.025497604525078543,0.01479190744881098,-0.03942360207861011,-0.059807103167935374,-0.051014874160685,-0.030511456942126893,-0.03308667754064111,-0.03311441031389714,-0.03272484591816342,0,-0.016960690490823258,0
2022-11-05,0.006098724101120112,0.015130878677028942,-0.0403270330163447,-0.061177642247303606,-0.05218393059316168,-0.031210657235948607,-0.033844891568305564,-0.033873259865563145,-0.03347476821537297,0,-0.017349361533215507,0
2022-11-06,-0.014699911342850314,0.02097517892865194,-0.0559033451549409,-0.08480749994502086,-0.07233996813771601,-0.04326577021589024,-0.0469174772740579,-0.04695680282306137,-0.04640439381610781,0,-0.02405055054796872,0
2022-11-07,-0.024698545495152047,0.01990425856323211,-0.05304911296816605,-0.08047752120489189,-0.06864653861437223,-0.04105676906231822,-0.044522032540174054,-0.04455935026214289,-0.04403514535574076,0,-0.02282261230396185,1
2022-11-08,-0.1083108893012028,0.04368840743121017,-0.11643896474992281,-0.17664233632635473,-0.15067418553670556,-0.0901166375479598,-0.09772264016273263,-0.09780454986243836,-0.09665395802021617,1,-0.05009398274306412,1
2022-11-09,-0.14910335050001322,0.044360421328344654,-0.11823002574483565,-0.17935944394856607,-0.15299185176840596,-0.09150280922040208,-0.0992258071609216,-0.09930897679340465,-0.09814068657869955,1,-0.050864527025758784,1
2022-11-10,0.08241197600134065,0.05402256536220511,-0.14398170942290994,-0.21842572712105807,-0.18631500929326097,-0.1114330374670275,-0.1208381817046298,-0.12093946651600954,-0.11950520510830043,0,-0.0619373671293358,0
2022-11-11,-0.04911476045565344,0.039835331098949184,-0.10616969091710296,-0.1610634575025837,-0.1373855542427335,-0.08216884764910132,-0.0891040428259001,-0.08917872854231425,-0.08812112830294268,0,-0.045671572803916066,1
2022-11-12,-0.014222897924398126,0.037787310794635647,-0.10071127807848958,-0.1527828377073353,-0.13032226653189258,-0.07794436993735854,-0.08452301176956027,-0.08459385773218202,-0.08359063100256489,0,-0.04332349872364762,0
2022-11-13,-0.024944249582954825,0.04370677112943494,-0.11648790793956962,-0.17671658500578127,-0.15073751893419357,-0.09015451658348123,-0.0977637162554353,-0.09784566038452619,-0.09668527611424534,0,-0.05011021433972066,0
2022-11-14,0.016698441988669543,0.0445202676299723,-0.11865605038100333,-0.18000573951832546,-0.1535431355694171,-0.09183252623400211,-0.0995833528700413,-0.09966682219215221,-0.098484840157526,0,-0.051042895545701746,0
2022-11-15,0.015505144302759177,0.03634207300839464,-0.09685940977881896,-0.14693940705560674,-0.1253378773276944,-0.07496325944578554,-0.08129029031234551,-0.08135842665472622,-0.08039356997969406,0,-0.04166652033405373,0
2022-11-16,-0.01881010786976489,0.02894161944252208,-0.07713561569804657,-0.11701766157177915,-0.09981492102868589,-0.059698249094096205,-0.0647368862543587,-0.06479114777353324,-0.06402276797585607,0,-0.03318183238264203,0
2022-11-17,0.00591625577453847,0.0266489581932317,-0.07102518233400205,-0.10774790185080015,-0.09190790663379597,-0.05496914737190896,-0.05960864003407208,-0.05965860313164012,-0.05895109189007024,0,-0.030553275213088486,0
2022-11-18,0.003409270309788326,0.01858326139539451,-0.04952837253140873,-0.07513642411009061,-0.0640906350220148,-0.038331931285538565,-0.041567213665353674,-0.041602054700995594,-0.04110868208031234,0,-0.021305879789118954,0
2022-11-19,0.000556775664726672,0.017743643266389657,-0.04729061035432486,-0.0717416538117476,-0.061194929154300255,-0.03660004021742483,-0.039689147946798016,-0.03972241481499236,-0.039251333469659894,0,-0.02034324989629639,0
2022-11-20,-0.02708120113894985,0.024845416284314165,-0.06621835679136541,-0.10045576475572951,-0.08568778500003431,-0.05124895837750838,-0.05557446054924956,-0.055621042256081416,-0.05496141379349108,0,-0.02848549785751848,0
2022-11-21,-0.023466954916129268,0.025212787670340107,-0.0671974802335499,-0.10194113224204157,-0.0869547889407503,-0.052006740040575844,-0.05639620031669759,-0.056443470793884766,-0.05577408887738604,0,-0.028906692524164588,0
2022-11-22,0.022131628993616204,0.02688174267432131,-0.07164560284327791,-0.10868910335064727,-0.09271074230934649,-0.055449314902441475,-0.06012933454821309,-0.06017973408437121,-0.059466042577290025,0,-0.03082016475768139,0
2022-11-23,0.014026893279343255,0.02565680148871686,-0.06838087217631768,-0.10373638280966069,-0.08848612011953724,-0.05292261303045184,-0.05738937459682745,-0.05743747753829216,-0.056756307364795276,0,-0.02941575844309887,0
2022-11-24,0.0,0.023132751286453087,-0.06165373768437755,-0.0935310640317926,-0.07978108299776374,-0.04771622235145065,-0.05174355539280016,-0.051786926090489786,-0.05117276768831393,0,-0.026521911714748977,0
2022-11-25,-0.005095151768125916,0.015564573503173312,-0.04148292263427508,-0.06293117074255532,-0.053679673252210944,-0.032105245108386304,-0.03481498422967066,-0.03484416564452767,-0.034430937080623336,0,-0.017844926408326866,0
2022-11-26,-0.0015778349071666753,0.018031386640023964,-0.048057508085545285,-0.07290506682608607,-0.06218730907875045,-0.037193572159495716,-0.040332775028081566,-0.04036658137516087,-0.03988786064407615,0,-0.020673150315729083,0
2022-11-27,0.0005051780860156896,0.020914122047994574,-0.055740615488362934,-0.08456063285413186,-0.07212939292325103,-0.04313982740617184,-0.04678090466981881,-0.046820115745646124,-0.04626486040135732,0,-0.02397823292524778,0
2022-11-28,-0.010981796974929736,0.019890746498953185,-0.05301310042230363,-0.08042288880368616,-0.06859993771038293,-0.04102889755427422,-0.044491808627859,-0.044529101016582875,-0.04400101557890148,0,-0.022804923463411172,0
2022-11-29,0.016459192858294003,0.020958909713426812,-0.05585998421116903,-0.08474171974481357,-0.07228385827019046,-0.04323221149727727,-0.04688108614060497,-0.046920381187088155,-0.0463639367615397,0,-0.024029582394828566,0
2022-11-30,0.03419241998239819,0.023207116704326684,-0.061851937453596226,-0.09383174061689727,-0.08003755718460251,-0.04786961685133416,-0.051909896658108474,-0.051953406780634225,-0.05137253560395937,0,-0.02662544778015116,0
2022-12-01,-0.021031462825728653,0.019855208410616377,-0.05291838380390445,-0.08027920009261857,-0.06847737264494512,-0.040955592684307554,-0.04441231669801291,-0.044449542457754065,-0.043952569118948515,0,-0.022779814547247194,0
2022-12-02,0.006177435013940524,0.013766249173209589,-0.036690003057261916,-0.05566012952601539,-0.04747754619654363,-0.028395818480917923,-0.03079247547446735,-0.030818285280824496,-0.030473717816562527,0,-0.01579397187335665,0
2022-12-03,-0.012268572001886469,0.014477451173537303,-0.038585508742073726,-0.05853568371360333,-0.04993036579909342,-0.0298628239557188,-0.03238329879002247,-0.03241044200141089,-0.03204807324162189,0,-0.016609931562021216,0
2022-12-04,0.011221096629610017,0.019975806047787523,-0.0532398023414331,-0.08076680423380617,-0.06889329420919588,-0.04120435097505561,-0.044682070625763834,-0.04471952248933497,-0.044219530607023994,0,-0.022918175815121174,0
2022-12-05,-0.003210870310301317,0.016244779509971947,-0.04329581735635944,-0.065681400958965,-0.05602559273286345,-0.03350831475035333,-0.036336475415715275,-0.03636693212241813,-0.03596032735936191,0,-0.018637581482157526,0
2022-12-06,0.009295520778284327,0.015577431062861953,-0.04151719078519619,-0.06298315683031631,-0.05372401687670964,-0.032131766561429354,-0.03484374413996957,-0.03487294966096629,-0.03448304854458293,0,-0.017871934829190105,0
2022-12-07,-0.01842857174303525,0.015105054967436561,-0.04025820729831701,-0.06107323101642516,-0.052094868834238674,-0.031157390339435053,-0.033787128852094485,-0.03381544873348107,-0.0334373711306293,0,-0.01732997930659838,1
2022-12-08,0.017938255479228005,0.01560984076927641,-0.04160356959560923,-0.06311419676968044,-0.053835792663574175,-0.032198618477938014,-0.03491623847574289,-0.03494550476044046,-0.03455479243323154,0,-0.017909118377525828,0
2022-12-09,-0.004731627717344367,0.010594359928964323,-0.028236238738137517,-0.04283544765693771,-0.036538217972190146,-0.021853121912818168,-0.023697563815362362,-0.023717426769664873,-0.023452251289381835,0,-0.01215487389694452,0
2022-12-10,0.0017231833915012373,0.011092000374952362,-0.02956255713140407,-0.04484752308377095,-0.038254498635600306,-0.022879611234291403,-0.024810690639916054,-0.024831486600979148,-0.024553855243686272,0,-0.012725815124877218,0
2022-12-11,-0.0006766108208307031,0.014576959181469515,-0.03885071889985294,-0.0589380176057692,-0.05027355267476916,-0.030068080398130127,-0.03260587923697013,-0.03263320901206107,-0.03226834957950163,0,-0.016724096768438782,0
2022-12-12,0.002826422772548298,0.012172863787388308,-0.03244328966847985,-0.04921770386280222,-0.04198222010500016,-0.025109122038289206,-0.027228376074773193,-0.027251198504703908,-0.026946513273799523,0,-0.013965886121716039,0
2022-12-13,0.026041561228304033,0.01606754633809898,-0.04282345298636662,-0.06496480625123925,-0.05541434445460808,-0.0331427336168158,-0.03594003859189394,-0.035970163011000617,-0.03556799437167331,0,-0.018434242453757917,0
2022-12-14,-0.004133351198753132,0.01744912248564633,-0.04650564938130039,-0.07055083817286034,-0.06017917505907468,-0.035992528430908485,-0.03903036109762424,-0.039063075780236045,-0.0386263264658203,0,-0.02001932017105858,0
2022-12-15,-0.021110884095685734,0.017851333000227405,-0.04757762656433448,-0.07217706831417403,-0.06156633346703966,-0.03682217321064902,-0.039930029355112494,-0.03996349812660978,-0.03951668153421838,0,-0.02048077495620255,1
2022-12-16,-0.03843382400888551,0.016997038016619448,-0.04530074742565246,-0.06872295609792989,-0.05862000952364805,-0.03506000800657154,-0.038019134310302315,-0.038051001397286885,-0.03762556769957725,1,-0.01950064516391957,1
2022-12-17,0.010205140384423217,0.01830704050640189,-0.048792184690109035,-0.07401959916629687,-0.06313799426616394,-0.0377621669201124,-0.040949360185961965,-0.04098368334577823,-0.040525460452522165,0,-0.021003606661806444,0
2022-12-18,-0.0024625111102061226,0.020113478248678707,-0.05360672824899459,-0.08132344478544223,-0.06936810315646609,-0.041488329187071585,-0.04499001709804677,-0.0450277270778848,-0.04452428927791219,0,-0.02307612667314066,0
2022-12-19,-0.022375158352174296,0.018872433828033306,-0.05029907901100964,-0.07630561514052404,-0.06508794353769194,-0.03892841096592069,-0.04221403727924342,-0.042249420473057575,-0.04177704585693975,0,-0.02165228053853741,1
2022-12-20,0.027923022789892116,0.01952550432637102,-0.052039651790067636,-0.0789461302198121,-0.06734027707926182,-0.04027550784704714,-0.04367483150504441,-0.043711439115392624,-0.043158668384305175,0,-0.022368350283232148,0
2022-12-21,-0.002896180328241016,0.013935215309237284,-0.03714033400575981,-0.05634329869566214,-0.0480602828176792,-0.028744347093737292,-0.031170420514847242,-0.031196547109255863,-0.030802038520612418,0,-0.015964134503214253,0
2022-12-22,6.304971472026466e-05,0.013933541139463724,-0.037135871984672046,-0.05633652964003396,-0.04805450887942158,-0.02874089376230343,-0.031166675716170142,-0.03119279917174283,-0.030798337979163228,0,-0.015962216580106985,0
2022-12-23,-0.005563648416085698,0.009841172086300481,-0.026228831789278262,-0.03979013499750433,-0.03394059605318995,-0.020299511703296573,-0.02201282617324354,-0.022031277004888303,-0.02175267155644646,0,-0.011274012734545785,0
2022-12-24,0.003101759093867784,0.011536379141469108,-0.03074692173914423,-0.046644249221132174,-0.039787088460947986,-0.02379623700736985,-0.025804681239473874,-0.0258263103490416,-0.02549971326732017,0,-0.013216036078926454,0
2022-12-25,0.0005686664924358098,0.013946033097878865,-0.03716916572988005,-0.056387037517283,-0.048097591604808705,-0.02876666108491719,-0.031194617846105933,-0.031220764722366682,-0.030825949880074872,0,-0.015976527324499695,0
2022-12-26,0.00416036908709394,0.010867755851288591,-0.02896489743810072,-0.04394085060707953,-0.03748111587914928,-0.02241705918331674,-0.02430909838277181,-0.024329473916479594,-0.024021805686927994,0,-0.012450063548215148,0
2022-12-27,-0.012023939317838739,0.012502048959501584,-0.03332063867032314,-0.050548675653834876,-0.04311752602744711,-0.0257881365088488,-0.02796470056020985,-0.027988140166645293,-0.02763420478920661,0,-0.014322304085459942,0
2022-12-28,-0.008824715153357587,0.012372570288610357,-0.032975550275432364,-0.05002516343914337,-0.042670975227635306,-0.025521059196102428,-0.02767508145280304,-0.02769827830470302,-0.027348008492996848,0,-0.01417397376751826,0
2022-12-29,0.0007062827350647893,0.011919258292677662,-0.0317673766976192,-0.04819231818900705,-0.04110757615229197,-0.0245860067362953,-0.02666110892176647,-0.026683455876596655,-0.026346019413479797,0,-0.013654661111459547,0
2022-12-30,-0.0039873999708444074,0.008928080768798058,-0.023795247825396517,-0.036098295603795634,-0.030791493152107063,-0.018416066548260494,-0.0199704149364297,-0.01998715384859701,-0.019734398188549298,0,-0.010227978476527302,0
2022-12-31,-0.005103864811967895,0.010330061207779158,-0.027531826028015606,-0.0417668267951742,-0.03562669482693311,-0.021307949555621694,-0.0231063779529224,-0.02312574538380903,-0.02283329939160538,0,-0.011834082422688337,0
2023-01-01,0.0060700173459800055,0.012388862415167326,-0.03301897228281167,-0.05009103627516467,-0.04272716411260434,-0.02555466517421302,-0.027711523834538267,-0.027734751231914094,-0.027384020187014798,0,-0.014192637971402248,0
2023-01-02,0.00462458271697308,0.010948404437392433,-0.02917984319663546,-0.04426693149462917,-0.03775925968755009,-0.0225834140547805,-0.024489493897803305,-0.024510020636415497,-0.02420006923009383,0,-0.012542454289763456,0
2023-01-03,0.011405392997570374,0.013762683608158417,-0.03668050006258397,-0.055645713121802116,-0.04746524914472481,-0.02838846374422087,-0.030784499985065016,-0.030810303106482615,-0.030420678923022613,0,-0.01576648278266526,0
2023-01-04,0.007070736529202648,0.012850284253716543,-0.03424876032849115,-0.05195667149479753,-0.04431853271128174,-0.02650644591025211,-0.0287436365377255,-0.028767729037000336,-0.028403935052328966,0,-0.01472124123513777,0
2023-01-05,0.006583715037221438,0.012802872890668514,-0.034122398889489564,-0.05176497638779672,-0.044155018659557725,-0.026408649884471558,-0.028637586355464626,-0.028661589965014743,-0.02829913820502428,0,-0.014666926941466419,0
2023-01-06,-0.00482381514866681,0.009249708201768944,-0.024652453833403844,-0.037398709707378616,-0.031900733665976885,-0.019079491573495276,-0.020689834199953235,-0.02070717611891344,-0.020445315125231865,0,-0.010596433752311039,0
2023-01-07,-0.0008167112123516063,0.010895893906654089,-0.029039891383393714,-0.04405461927322439,-0.03757815943885006,-0.022475099910497502,-0.024372037849349784,-0.02439246613800564,-0.024084001314769395,0,-0.01248229840720695,0
2023-01-08,0.009881256133896343,0.013827275782539044,-0.03685265204426627,-0.055906874222923925,-0.04768801701014014,-0.028521698849580546,-0.03092898036751579,-0.030954904590294548,-0.030563451790125956,0,-0.015840479354428588,0
2023-01-09,-0.0032412918734561202,0.011265432922202787,-0.030024792022606696,-0.04554875098706734,-0.03885263917994631,-0.02323735277074349,-0.02519862619087761,-0.02521974731389326,-0.024955402717868003,0,-0.01293392985348433,0
2023-01-10,0.013518747368649997,0.011584888795336515,-0.030876210358455697,-0.04684038497194922,-0.039954390338423094,-0.0238962984916899,-0.025913188088957175,-0.02593490814739245,-0.02566306748492087,0,-0.01330069958909315,0
2023-01-11,0.024339503915630445,0.012840381451211965,-0.03422236723843467,-0.05191663217376388,-0.04428437956197646,-0.0264860192726957,-0.02872148585605368,-0.02874555978894839,-0.02844425885617721,0,-0.01474214032686132,0
2023-01-12,0.04346592636728808,0.018956398897356824,-0.050522863907782996,-0.07664510533682987,-0.06537752535533485,-0.03910160678979756,-0.042401851135096626,-0.04243739175176087,-0.04199257781134501,0,-0.02176398681757357,0
2023-01-13,0.056505885268672174,0.013582919337146905,-0.036201389771173986,-0.0549188845948187,-0.046845271518717105,-0.02801766168007319,-0.030382401574912753,-0.03040786766327462,-0.030089142999090154,0,-0.015594653763012441,0
2023-01-14,0.05105664758995054,0.026646048063253866,-0.07101742621420208,-0.1077361355221898,-0.0918978700705519,-0.05496314460953217,-0.05960213062799913,-0.059652088269477405,-0.05902683588374188,0,-0.030592531942865493,0
2023-01-15,-0.0036246932808960963,0.032827510506523404,-0.0874923478205376,-0.1327292179459888,-0.11321672497575512,-0.06771372636039039,-0.07342888389141838,-0.07349043091695162,-0.07272012984967,0,-0.03768951633621474,0
2023-01-16,0.01488069061978159,0.028717373754561876,-0.07653795290164381,-0.11611098438756795,-0.0990415342567665,-0.05923569464151238,-0.06423529139290525,-0.06428913248254159,-0.06361527621652141,0,-0.03297063683950885,0
2023-01-17,0.002246274173018037,0.02835933763546048,-0.07558370994561735,-0.1146633615446691,-0.09780672612778474,-0.058497168953091684,-0.06343443283821204,-0.06348760265982276,-0.06282214774987295,0,-0.03255957282790354,0
2023-01-18,-0.024625047305388392,0.028108195916260195,-0.07491436346428264,-0.11364793748513097,-0.09694057933462519,-0.057979135712397815,-0.06287267668141226,-0.06292537564715954,-0.062265813804681304,0,-0.03227123509584727,0
2023-01-19,0.01627822361987974,0.019462953105930922,-0.0518729393878507,-0.07869322116754231,-0.06712454813082215,-0.04014648264352014,-0.04353491634754108,-0.04357140668303348,-0.04311470639359266,0,-0.022345565585644874,0
2023-01-20,0.07004475117627607,0.016914301219035827,-0.045080236136186724,-0.0683884320883664,-0.05833466381473302,-0.03488934575454366,-0.03783406786421563,-0.03786577983118913,-0.03746888393258737,0,-0.019419438826585016,0
2023-01-21,0.006308566133519378,0.02528845065020912,-0.06739913828345054,-0.10224705517041842,-0.08721573820709731,-0.05216281103820584,-0.056565443980866895,-0.05661285631563884,-0.05601946009931949,0,-0.029033863951066816,0
2023-01-22,-0.0037229769506748056,0.033562725553835805,-0.08945185341964683,-0.13570186243672797,-0.11575236165746645,-0.06923026385475387,-0.07507341981605384,-0.07513634526774829,-0.07434879230024984,0,-0.0385336223652359,0
2023-01-23,0.007906685629878396,0.02647340753256849,-0.07055730221681138,-0.1070381099250585,-0.09130246106205002,-0.054607036775792574,-0.05921596666713069,-0.05926560063157753,-0.05864439927447595,0,-0.0303943220268176,0
2023-01-24,-0.01332493388328082,0.027993184740908537,-0.07460783404423671,-0.11318292070122221,-0.09654392456525608,-0.057741900687993473,-0.06261541860393989,-0.06266790193969765,-0.06201103884682778,0,-0.032139189884212896,0
2023-01-25,0.015599600772507216,0.027267420527866494,-0.07267351694301898,-0.11024848811940599,-0.09404088226818948,-0.0562448575505211,-0.060992022394184026,-0.061043145022783005,-0.060403312065286645,0,-0.03130593443042964,0
2023-01-26,-0.000662910199947575,0.021799926398294533,-0.058101473839226564,-0.08814214472799461,-0.07518438752877585,-0.04496698738448135,-0.0487622801620531,-0.04880315199808197,-0.0482916143788059,0,-0.02502866252844634,0
2023-01-27,0.006844653689965341,0.01596619381392482,-0.0425533267976697,-0.06455501455327255,-0.05506479614351259,-0.032933672467128555,-0.03571333231368841,-0.035743266710880635,-0.03536861825458521,0,-0.01833090945039864,0
2023-01-28,-0.0021191936161049085,0.015468111302105828,-0.041225830204264166,-0.06254115175203541,-0.05334699086721429,-0.031906271290804054,-0.03459921667213116,-0.03462821723375073,-0.03426525633720408,0,-0.01775905710228183,0
2023-01-29,0.029176091601820886,0.025927280464714958,-0.06910175658945238,-0.10482999187111923,-0.0894189579547796,-0.05348053347840462,-0.05799438451129195,-0.05804299456329246,-0.057145606762250285,0,-0.029617525217036027,0
2023-01-30,-0.03603531573237184,0.02134007485323489,-0.056875870962085615,-0.08628285856814731,-0.07359843461600933,-0.04401844571293475,-0.04773367990609509,-0.047773689584307284,-0.04703507286464469,0,-0.02437741999047216,1
2023-01-31,0.011515536190856324,0.023653072596410866,-0.06304050543882599,-0.0956348434377151,-0.08157558625858237,-0.04878949578151961,-0.05290741498695148,-0.052951761214873376,-0.052133087662355165,0,-0.027019628033799044,0
2023-02-01,0.011152445214568374,0.022412344448860453,-0.05973369913639131,-0.09061829255807355,-0.07729651741408443,-0.046230229940932406,-0.050132142610778155,-0.050174162645644324,-0.04939843282976432,0,-0.025602306334842957,0
2023-02-02,-0.0008356158510469669,0.025220478779040826,-0.0672179786858293,-0.10197222917346381,-0.08698131431916287,-0.05202260458899674,-0.05641340386089169,-0.05646068875784011,-0.05558776457963502,0,-0.028810124040603874,0
