final,initial,ann_return,sharpe,mdd_pct,fees_pct,n_trades,cc_yield
12622.056176458624,5000,29.180002922625103,0.855399779749237,-37.14197416398846,14.624577916863563,103,0.0
13445.986793046364,5000,31.458464727784552,0.9130313882407565,-35.950387648420914,15.192120016002757,101,0.03
14060.641592649574,5000,33.09324227877464,0.9552188592790853,-35.01715032925158,15.613206334064515,101,0.05
15044.167802843242,5000,35.60469884087247,1.0199054110808414,-33.66691378678707,16.286323205363495,101,0.08
15731.890212950719,5000,37.29106219552043,1.0619330607762867,-32.7524869474956,16.748819227621087,101,0.1
16413.059185272756,5000,38.909567881805216,1.1009640405824888,-31.80991364473027,17.189161300114062,100,0.12
17551.962267545357,5000,41.51033528401054,1.1631690203773697,-30.47263343445318,17.912086335352384,100,0.15
19523.836227115073,5000,45.73811516331499,1.2644474716371175,-28.89731915901845,19.15422761744092,99,0.2
