final,ann_return_pct,sharpe,mdd_pct,fees_pct,n_trades,cron_hour_utc
31507.420591493486,37.343686621436056,1.0883967735697417,-28.744282281735078,27.067663730808466,81,0
35312.0550247746,41.77928524356875,1.2261512375517563,-21.43676849929991,25.45552821946387,77,4
39198.30512429664,45.935098502931446,1.3137989783455957,-23.73482816212099,24.834503528770448,67,8
33224.32613710271,39.408513251470744,1.1544682343819033,-27.35575606132379,21.153892562241616,69,12
33032.03792511215,39.18478895446009,1.1686838629998701,-29.408549718789835,25.922854324756017,73,16
29751.997097466214,35.214748148711216,1.028832337736802,-32.267506305473134,26.336432866707394,81,20
37772.01590763947,44.44602926763173,1.2711276213924374,-25.725135005589582,28.20446441735816,73,22
