final,ann_return_pct,sharpe,mdd_pct,fees_pct,n_trades,n_skips,name,n_filters
17153.98131179654,25.625021104543766,0.8360854029307728,-23.526737672596866,7.800206310530203,39,225,Baseline (weekend skip only),1
16014.2492900148,22.026383013928164,0.7262453683584642,-25.684393646493387,7.640143261289271,39,296,Baseline + A (high-vol regime gate),2
16671.245894229403,24.118196015857542,0.7994551314125969,-23.94862327376629,7.034461143337619,35,327,Baseline + B (multi-horizon mismatch),2
17153.98131179654,25.625021104543766,0.8360854029307728,-23.526737672596866,7.800206310530203,39,236,Baseline + C (semivariance asymmetry),2
17231.061167382075,25.863344295323486,0.8425871293096839,-23.526737672596866,7.378886504355851,37,272,Baseline + D (post-jump filter),2
15563.587418725294,20.562722241652498,0.6887135696726481,-28.02389892911148,6.880203120463834,35,378,Baseline + A + B (vol + horizon),3
16014.2492900148,22.026383013928164,0.7262453683584642,-25.684393646493387,7.640143261289271,39,307,Baseline + A + C (vol + asymmetry),3
16086.207863371554,22.257879229439137,0.7327754263547144,-24.560413192363097,7.246887750955711,37,343,Baseline + A + D (vol + post-jump),3
16705.107933128907,24.224709005560307,0.8017666103498765,-23.900003916424993,6.599589790149263,33,428,Baseline + ALLE filters,5
