mult,final,tot_ret,ann_ret,ann_vol,sharpe,sortino,mdd,calmar,n_rebal,fees
2.0,267.1273764375484,1.4284306948868033,0.28020598033596955,0.28624404336120746,0.9789058910909159,1.1156965867433066,-0.29954445776906063,0.9354403764398791,150,45.02103934785893
2.5,263.48002778886223,1.3952729798987478,0.2753151799514846,0.29274405081294524,0.9404637914483284,1.0723238777749022,-0.3101582664131446,0.8876603004504563,118,35.378496365489525
3.0,311.3497053151508,1.8304518665013707,0.33598848072196463,0.29538590596676056,1.1374560327186802,1.2958628193138095,-0.276241200744265,1.2162866357977198,95,32.53365908882073
3.5,239.34738194015284,1.1758852903650259,0.24165915227825385,0.3093642493241467,0.7811476368267991,0.847297351992367,-0.31962802249525707,0.7560637217966075,81,22.168364484425247
4.0,279.3667247358362,1.5396974975985112,0.29627379163417755,0.3134778571570155,0.9451187216894216,1.025193450360971,-0.25035701855391435,1.1834051761180207,69,18.72854290320353
5.0,187.0842737942038,0.7007661254018527,0.15934996238791221,0.3177546667666241,0.5014874022446609,0.5380605650813944,-0.31869881466091377,0.5000017416363971,61,13.152919925966701
