n,tot_ret,ann_ret,ann_vol,sharpe,sortino,mdd,calmar,strategy,model,target_vol,threshold,fee_label,fee_rate,avg_turnover,avg_weight,pct_invested
1312,1.453300123409564,0.2835982451104395,0.373655035315037,0.8547402120700273,1.2950237488433816,-0.4610089886747992,0.6151685803907239,vol-managed,HAR-RS-Q-WE-X,0.35,0.0,blend_20bps,0.002,0.06342220813750936,0.9179337837135078,1.0
1312,1.3532388170857796,0.2688139224685979,0.37369311090091417,0.8236797044479844,1.2471983260706272,-0.4685609956198086,0.573701022879664,vol-managed,HAR-RS-Q-WE-X,0.35,0.0,taker_25bps,0.0025,0.06342220813750936,0.9179337837135078,1.0
1312,1.540236950027463,0.29609401221637,0.37389258167381967,0.8803668861336282,1.3319352351304556,-0.45580387743226375,0.6496083663973922,vol-managed,HAR-RS-Q-WE-X,0.35,0.05,maker_15bps,0.0015,0.060091025338532444,0.9173215325184438,1.0
1312,1.4419578366480676,0.2819445172419919,0.3739316955992054,0.8509469496627442,1.2866677897911893,-0.46317198768034146,0.608725321783873,vol-managed,HAR-RS-Q-WE-X,0.35,0.05,blend_20bps,0.002,0.060091025338532444,0.9173215325184438,1.0
1312,1.347471208327378,0.26794801542084845,0.3739730259908535,0.821528298235054,1.2414635039972772,-0.4704411397394082,0.5695675670909076,vol-managed,HAR-RS-Q-WE-X,0.35,0.05,taker_25bps,0.0025,0.060091025338532444,0.9173215325184438,1.0
1312,1.543492023398521,0.2965558413701006,0.3740508249479541,0.881210953517083,1.3180783078909801,-0.4502739197483466,0.658612076701761,vol-managed,HAR-RS-Q-WE-X,0.35,0.1,maker_15bps,0.0015,0.05012034458782852,0.9116356931782759,1.0
1312,1.4611418919589796,0.28473836656131124,0.3740852395141836,0.8566783379241261,1.2807705517849712,-0.456488652571984,0.6237578195142773,vol-managed,HAR-RS-Q-WE-X,0.35,0.1,blend_20bps,0.002,0.05012034458782852,0.9116356931782759,1.0
1312,1.3814486603132061,0.27302721418572284,0.37412193938315474,0.8321451526071566,1.2435057054054253,-0.46296207756937746,0.5897399104893385,vol-managed,HAR-RS-Q-WE-X,0.35,0.1,taker_25bps,0.0025,0.05012034458782852,0.9116356931782759,1.0
1312,1.626760984199139,0.3082276094466836,0.4216258427092511,0.8478322920226617,1.2460736974427138,-0.5241881828505609,0.5880094583027927,vol-managed,HAR-RS-Q-WE-X,0.45,0.0,maker_15bps,0.0015,0.029625089300588308,0.9758307775329332,1.0
1312,1.576087523087613,0.3011571244578717,0.4216560118407596,0.8349493803393723,1.2265101848341988,-0.5273528953334818,0.571073236011019,vol-managed,HAR-RS-Q-WE-X,0.45,0.0,blend_20bps,0.002,0.029625089300588308,0.9758307775329332,1.0
1312,1.5263859438682417,0.29412404456200036,0.42168745619548864,0.8220658260338467,1.206960081785593,-0.5304969096181348,0.5544312120003081,vol-managed,HAR-RS-Q-WE-X,0.45,0.0,taker_25bps,0.0025,0.029625089300588308,0.9758307775329332,1.0
1312,1.6118656664282125,0.3061595532484125,0.42107442978464293,0.8446354877770424,1.2400267094337638,-0.5225707859125007,0.5858719268315085,vol-managed,HAR-RS-Q-WE-X,0.45,0.05,maker_15bps,0.0015,0.027850511204049078,0.973190038379753,1.0
1312,1.564472832075265,0.2995224030566559,0.4211018301548029,0.8325104831959002,1.2216222919754034,-0.5255494136898642,0.5699224378421802,vol-managed,HAR-RS-Q-WE-X,0.45,0.05,blend_20bps,0.002,0.027850511204049078,0.973190038379753,1.0
1312,1.5179343616043388,0.29291818067568,0.4211305128348512,0.8203845584031556,1.2032288968547935,-0.5285098003403413,0.5542341513573659,vol-managed,HAR-RS-Q-WE-X,0.45,0.05,taker_25bps,0.0025,0.027850511204049078,0.973190038379753,1.0
1312,1.5331565272795054,0.2950879661980741,0.42033522040712906,0.8252555264490645,1.2006469587656072,-0.5222693183402343,0.5650111079392145,vol-managed,HAR-RS-Q-WE-X,0.45,0.1,maker_15bps,0.0015,0.024139304915158262,0.9681813689117554,1.0
1312,1.493239102024949,0.28937786113757324,0.42036673925688395,0.8147136975217859,1.1848374080355408,-0.5250969983195902,0.5510941065434333,vol-managed,HAR-RS-Q-WE-X,0.45,0.1,blend_20bps,0.002,0.024139304915158262,0.9681813689117554,1.0
1312,1.4539454471277038,0.2836921685236451,0.4203995300703663,0.8041710162034422,1.1690335870231268,-0.5279082839373003,0.5373891207157856,vol-managed,HAR-RS-Q-WE-X,0.45,0.1,taker_25bps,0.0025,0.024139304915158262,0.9681813689117554,1.0
1312,1.4202945644561402,0.27877049850705804,0.4465260257357764,0.7738673592410681,1.1042038196966386,-0.5634896875784887,0.49472156217273805,vol-managed,HAR-RS-Q-WE-X,0.55,0.0,maker_15bps,0.0015,0.01226151315435963,0.9926978087281838,1.0
1312,1.4008326836307163,0.2759014851799222,0.44654220933710725,0.7688280817339405,1.0967330880308963,-0.5645320635127304,0.48872597857978084,vol-managed,HAR-RS-Q-WE-X,0.55,0.0,blend_20bps,0.002,0.01226151315435963,0.9926978087281838,1.0
1312,1.3815249209251017,0.2730385551703174,0.4465589767070795,0.7637881710100357,1.089262765056657,-0.5655720250703204,0.4827653120508729,vol-managed,HAR-RS-Q-WE-X,0.55,0.0,taker_25bps,0.0025,0.01226151315435963,0.9926978087281838,1.0
1312,1.429659574795291,0.28014512947413084,0.4462930877817573,0.7764344157079094,1.1073526842620727,-0.5639568197755833,0.4967492539333236,vol-managed,HAR-RS-Q-WE-X,0.55,0.05,maker_15bps,0.0015,0.011472920716166077,0.9903445586604911,1.0
1312,1.411348018200124,0.2774537008631821,0.4463154051249087,0.7717042720477343,1.1003525897891033,-0.5649460364647189,0.49111540387009905,vol-managed,HAR-RS-Q-WE-X,0.55,0.05,blend_20bps,0.002,0.011472920716166077,0.9903445586604911,1.0
1312,1.393172126738131,0.2747675835935006,0.44633829765625505,0.7669736130251368,1.0933524736558071,-0.5659330821826106,0.4855124965195812,vol-managed,HAR-RS-Q-WE-X,0.55,0.05,taker_25bps,0.0025,0.011472920716166077,0.9903445586604911,1.0
1312,1.3608723338574622,0.2699576112091886,0.44644629215268233,0.7584783953370572,1.076094600658721,-0.56881389356847,0.4745974285466234,vol-managed,HAR-RS-Q-WE-X,0.55,0.1,maker_15bps,0.0015,0.00950397674694898,0.9870843693411823,1.0
1312,1.3460972468635233,0.2677415123503639,0.44647102381824993,0.7545515241700594,1.0703068498420045,-0.569646071054102,0.4700137962066892,vol-managed,HAR-RS-Q-WE-X,0.55,0.1,blend_20bps,0.002,0.00950397674694898,0.9870843693411823,1.0
1312,1.3314124240503236,0.26552894794497917,0.4464963168306851,0.7506241443209959,1.0645183064012051,-0.5704767108822567,0.46545098665698714,vol-managed,HAR-RS-Q-WE-X,0.55,0.1,taker_25bps,0.0025,0.00950397674694898,0.9870843693411823,1.0
